,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
41464,2009,66.2,4736,28065469,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
20725,2009,58.62,1980,100928,lower_middle_income,Kiribati,Asia,East Asia Pacific
2439,2009,68.76,13566,8924383,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
3777,2009,72.11,17768,7473509,upper_middle_income,Bulgaria,Europe,Europe Central Asia
4223,2009,73.2,36543,349600,high_income,Bahamas,Americas,America
41018,2009,76.51,17948,3349676,high_income,Uruguay,Americas,America
12920,2009,67.53,10319,853636,upper_middle_income,Fiji,Asia,East Asia Pacific
28307,2009,59.05,4690,154324939,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
17826,2009,80.19,52337,4494572,high_income,Ireland,Europe,Europe Central Asia
19164,2009,74.63,9625,2795839,upper_middle_income,Jamaica,Americas,America
32321,2009,69.81,5250,3957684,lower_middle_income,Palestine,Asia,Middle East North Africa
21394,2009,78.66,63886,2821041,high_income,Kuwait,Asia,Middle East North Africa
17603,2009,66.81,3956,1217726217,lower_middle_income,India,Asia,South Asia
33436,2009,71.62,44643,26630303,high_income,Saudi Arabia,Asia,Middle East North Africa
28530,2009,74.11,4477,5745538,lower_middle_income,Nicaragua,Americas,America
25631,2009,58.0,2041,14581427,low_income,Mali,Africa,Sub Saharan Africa
6676,2009,81.39,44004,33746093,high_income,Canada,Americas,America
6899,2009,82.52,64404,7713902,high_income,Switzerland,Europe,Europe Central Asia
36781,2009,81.67,45493,9313085,high_income,Sweden,Europe,Europe Central Asia
35220,2009,54.63,848,11717691,low_income,Somalia,Africa,Sub Saharan Africa
41910,2009,74.56,20044,28031010,upper_middle_income,Venezuela,Americas,America
15150,2009,63.52,39914,901589,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
36558,2009,79.44,33052,2033807,high_income,Slovenia,Europe,Europe Central Asia
42579,2009,67.51,6027,184553,upper_middle_income,Samoa,Asia,East Asia Pacific
9352,2009,78.46,7263,11226711,upper_middle_income,Cuba,Americas,America
14927,2009,55.52,1714,1483920,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
22063,2009,61.5,1432,3754129,low_income,Liberia,Africa,Sub Saharan Africa
39457,2009,76.02,10532,10525691,lower_middle_income,Tunisia,Africa,Middle East North Africa
24293,2009,70.07,7975,4097515,lower_middle_income,Moldova,Europe,Europe Central Asia
1547,2009,73.64,9052,2888094,upper_middle_income,Armenia,Europe,Europe Central Asia
12474,2009,61.93,1150,85233923,low_income,Ethiopia,Africa,Sub Saharan Africa
2885,2009,80.04,47065,10859934,high_income,Belgium,Europe,Europe Central Asia
39234,2009,73.23,28103,1320921,high_income,Trinidad and Tobago,Americas,America
20502,2009,66.45,2829,14093605,lower_middle_income,Cambodia,Asia,East Asia Pacific
16042,2009,65.87,9454,747718,upper_middle_income,Guyana,Americas,America
16711,2009,76.48,24754,4341261,high_income,Croatia,Europe,Europe Central Asia
21840,2009,75.55,18585,4813026,upper_middle_income,Lebanon,Asia,Middle East North Africa
26746,2009,53.51,991,22894718,low_income,Mozambique,Africa,Sub Saharan Africa
5784,2009,73.83,66851,383902,high_income,Brunei,Asia,East Asia Pacific
2216,2009,80.55,51031,8372658,high_income,Austria,Europe,Europe Central Asia
12028,2009,81.76,37431,46583566,high_income,Spain,Europe,Europe Central Asia
13143,2009,81.37,41546,62542883,high_income,France,Europe,Europe Central Asia
9575,2009,79.12,38535,1098089,high_income,Cyprus,Europe,Europe Central Asia
37673,2009,55.97,1578,11560142,low_income,Chad,Africa,Sub Saharan Africa
38565,2009,68.77,8016,5007953,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
34774,2009,74.06,7208,6157678,lower_middle_income,El Salvador,Americas,America
41241,2009,78.63,53399,306307565,high_income,United States,Americas,America
31429,2009,75.94,23065,38351924,high_income,Poland,Europe,Europe Central Asia
21617,2009,64.24,4542,6148621,lower_middle_income,Lao,Asia,East Asia Pacific
4892,2009,73.66,7258,314655,upper_middle_income,Belize,Americas,America
27638,2009,74.17,19443,27735038,upper_middle_income,Malaysia,Asia,East Asia Pacific
31875,2009,79.93,31269,10604066,high_income,Portugal,Europe,Europe Central Asia
15819,2009,69.87,7263,14316251,upper_middle_income,Guatemala,Americas,America
32767,2009,73.53,21002,20637995,upper_middle_income,Romania,Europe,Europe Central Asia
5115,2009,70.08,6456,9884790,lower_middle_income,Bolivia,Americas,America
23847,2009,71.62,6129,31929087,lower_middle_income,Morocco,Africa,Middle East North Africa
43471,2009,50.19,2413,12526964,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
42356,2009,64.22,3130,230244,lower_middle_income,Vanuatu,Asia,East Asia Pacific
5338,2009,73.66,13962,193886505,upper_middle_income,Brazil,Americas,America
38119,2009,76.86,13459,66866834,upper_middle_income,Thailand,Asia,East Asia Pacific
27192,2009,73.84,16132,1243996,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
19610,2009,83.27,36578,128555196,high_income,Japan,Asia,East Asia Pacific
16265,2009,82.66,48460,6924642,high_income,"Hong Kong, China",Asia,East Asia Pacific
27415,2009,54.96,1324,14128161,low_income,Malawi,Africa,Sub Saharan Africa
16488,2009,71.29,4788,8150780,lower_middle_income,Honduras,Americas,America
26969,2009,67.76,4688,3393408,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
8683,2009,64.85,2841,673251,lower_middle_income,Comoros,Africa,Sub Saharan Africa
5561,2009,76.09,16020,281107,high_income,Barbados,Americas,America
33882,2009,65.39,2781,12335092,lower_middle_income,Senegal,Africa,Sub Saharan Africa
37896,2009,58.73,1574,6250840,low_income,Togo,Africa,Sub Saharan Africa
38342,2009,68.04,2294,7364752,low_income,Tajikistan,Asia,Europe Central Asia
22955,2009,47.4,2235,1990135,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
1101,2009,70.57,58375,7917368,high_income,United Arab Emirates,Asia,Middle East North Africa
10913,2009,73.39,11944,9576736,upper_middle_income,Dominican Republic,Americas,America
20279,2009,69.27,4211,5334708,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
16934,2009,60.73,3122,9798046,low_income,Haiti,Americas,America
12251,2009,75.18,25337,1336140,high_income,Estonia,Europe,Europe Central Asia
43248,2009,55.68,2918,13215142,lower_middle_income,Zambia,Africa,Sub Saharan Africa
8460,2009,77.5,11396,44750054,upper_middle_income,Colombia,Americas,America
37227,2009,72.94,20343,90788,high_income,Seychelles,Africa,Sub Saharan Africa
39011,2009,69.96,5130,103897,upper_middle_income,Tonga,Asia,East Asia Pacific
34105,2009,82.48,69586,4966614,high_income,Singapore,Asia,East Asia Pacific
4446,2009,76.08,10756,3735945,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
28084,2009,58.72,992,15843131,low_income,Niger,Africa,Sub Saharan Africa
31652,2009,70.72,2056,24428340,low_income,North Korea,Asia,East Asia Pacific
31206,2009,62.6,3165,7144774,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
11136,2009,74.16,10782,35333882,upper_middle_income,Algeria,Africa,Middle East North Africa
6453,2009,47.39,1161,4337623,low_income,Central African Republic,Africa,Sub Saharan Africa
17380,2009,69.09,7906,238620554,lower_middle_income,Indonesia,Asia,East Asia Pacific
13366,2009,63.99,3577,102971,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
23178,2009,72.97,23065,3167270,high_income,Lithuania,Europe,Europe Central Asia
26077,2009,64.03,2527,50250366,lower_middle_income,Myanmar,Asia,East Asia Pacific
9798,2009,77.62,32783,10488155,high_income,Czech Republic,Europe,Europe Central Asia
37004,2009,46.35,7237,1057462,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
15373,2009,80.15,35692,10959268,high_income,Greece,Europe,Europe Central Asia
30314,2009,78.38,20526,3579215,high_income,Panama,Americas,America
26300,2009,74.44,16348,622933,upper_middle_income,Montenegro,Europe,Europe Central Asia
19387,2009,76.69,11650,6893258,upper_middle_income,Jordan,Asia,Middle East North Africa
10690,2009,79.21,50114,5526389,high_income,Denmark,Europe,Europe Central Asia
26523,2009,64.81,7145,2673794,lower_middle_income,Mongolia,Asia,East Asia Pacific
6007,2009,70.55,7394,678329,lower_middle_income,Bhutan,Asia,South Asia
32544,2009,72.84,89955,1654944,high_income,Qatar,Asia,Middle East North Africa
1324,2009,75.85,21520,40482786,upper_middle_income,Argentina,Americas,America
37450,2009,74.7,7656,21205873,low_income,Syria,Asia,Middle East North Africa
10021,2009,80.29,45044,80899961,high_income,Germany,Europe,Europe Central Asia
209,2009,59.9,1759,28394806,low_income,Afghanistan,Asia,South Asia
38788,2009,69.81,2729,1074286,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
27861,2009,60.08,8672,2081039,upper_middle_income,Namibia,Africa,Sub Saharan Africa
42133,2009,73.08,4830,87092250,lower_middle_income,Vietnam,Asia,East Asia Pacific
30537,2009,77.41,9368,28792663,upper_middle_income,Peru,Americas,America
15596,2009,72.5,13538,105787,upper_middle_income,Grenada,Americas,America
6230,2009,56.06,12299,1953495,upper_middle_income,Botswana,Africa,Sub Saharan Africa
17157,2009,74.36,24169,9959439,high_income,Hungary,Europe,Europe Central Asia
4669,2009,70.62,16014,9433159,upper_middle_income,Belarus,Europe,Europe Central Asia
28753,2009,80.76,51608,16626379,high_income,Netherlands,Europe,Europe Central Asia
30091,2009,63.15,3931,175525610,lower_middle_income,Pakistan,Asia,South Asia
42802,2009,67.24,5340,22516464,low_income,Yemen,Asia,Middle East North Africa
8014,2009,57.95,836,62448572,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
14035,2009,71.72,9097,4119490,upper_middle_income,Georgia,Europe,Europe Central Asia
7791,2009,57.18,3220,19789922,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
18941,2009,81.79,42075,59105622,high_income,Italy,Europe,Europe Central Asia
13589,2009,62.69,13935,1568925,upper_middle_income,Gabon,Africa,Sub Saharan Africa
30760,2009,70.37,5607,92414161,lower_middle_income,Philippines,Asia,East Asia Pacific
18495,2009,82.42,48771,316057,high_income,Iceland,Europe,Europe Central Asia
9129,2009,80.64,16174,4520739,upper_middle_income,Costa Rica,Americas,America
655,2009,77.97,10314,2973044,upper_middle_income,Albania,Europe,Europe Central Asia
36335,2009,75.31,24040,5401149,high_income,Slovak Republic,Europe,Europe Central Asia
40126,2009,79.37,39494,23104542,high_income,Taiwan,Asia,East Asia Pacific
7568,2009,56.96,2916,20059147,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
13812,2009,80.32,41593,62828620,high_income,United Kingdom,Europe,Europe Central Asia
35666,2009,59.83,4478,9142258,low_income,South Sudan,Africa,Sub Saharan Africa
14258,2009,61.34,3637,24170943,lower_middle_income,Ghana,Africa,Sub Saharan Africa
20056,2009,60.34,3510,40901798,lower_middle_income,Kenya,Africa,Sub Saharan Africa
28976,2009,81.06,61690,4826847,high_income,Norway,Europe,Europe Central Asia
33213,2009,63.39,1441,9782770,low_income,Rwanda,Africa,Sub Saharan Africa
43025,2009,55.66,13411,50477013,upper_middle_income,South Africa,Africa,Sub Saharan Africa
25408,2009,72.98,13103,2069030,upper_middle_income,North Macedonia,Europe,Europe Central Asia
10244,2009,62.89,3623,827820,lower_middle_income,Djibouti,Africa,Middle East North Africa
11582,2009,69.27,10031,81134789,lower_middle_income,Egypt,Africa,Middle East North Africa
12697,2009,80.18,44662,5342266,high_income,Finland,Europe,Europe Central Asia
29868,2009,70.22,40212,2876186,high_income,Oman,Asia,Middle East North Africa
41687,2009,73.01,11841,108293,upper_middle_income,St. Vincent and the Grenadines,Americas,America
24739,2009,77.49,15732,353391,upper_middle_income,Maldives,Asia,South Asia
40572,2009,58.54,1831,31411096,low_income,Uganda,Africa,Sub Saharan Africa
3554,2009,69.58,2762,145924795,lower_middle_income,Bangladesh,Asia,South Asia
40349,2009,60.34,1943,43073830,low_income,Tanzania,Africa,Sub Saharan Africa
22286,2009,75.74,21685,6133987,upper_middle_income,Libya,Africa,Middle East North Africa
1770,2009,75.84,20048,86743,high_income,Antigua and Barbuda,Americas,America
29199,2009,68.76,2592,26883531,low_income,Nepal,Asia,South Asia
23401,2009,80.78,112230,496536,high_income,Luxembourg,Europe,Europe Central Asia
432,2009,59.49,7763,22514275,lower_middle_income,Angola,Africa,Sub Saharan Africa
2662,2009,57.71,832,8397661,low_income,Burundi,Africa,Sub Saharan Africa
32098,2009,75.76,9503,6163970,upper_middle_income,Paraguay,Americas,America
7345,2009,74.7,8069,1361169410,upper_middle_income,China,Asia,East Asia Pacific
36112,2009,72.06,18120,523113,upper_middle_income,Suriname,Americas,America
22732,2009,73.36,8508,20123508,upper_middle_income,Sri Lanka,Asia,South Asia
18272,2009,70.13,8294,28973157,upper_middle_income,Iraq,Asia,Middle East North Africa
11805,2009,59.56,2208,3119920,low_income,Eritrea,Africa,Sub Saharan Africa
14481,2009,57.14,1826,9964470,low_income,Guinea,Africa,Sub Saharan Africa
40795,2009,70.05,11694,45970942,lower_middle_income,Ukraine,Europe,Europe Central Asia
34328,2009,57.15,2302,515182,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
29645,2009,80.64,37505,4323338,high_income,New Zealand,Asia,East Asia Pacific
3331,2009,57.57,1631,15141098,low_income,Burkina Faso,Africa,Sub Saharan Africa
11359,2009,74.11,10149,14774412,upper_middle_income,Ecuador,Americas,America
18718,2009,81.39,32633,7190037,high_income,Israel,Asia,Middle East North Africa
14704,2009,63.28,2283,1740277,low_income,Gambia,Africa,Sub Saharan Africa
7122,2009,78.63,20298,16886184,high_income,Chile,Americas,America
21171,2009,80.53,32364,49347450,high_income,South Korea,Asia,East Asia Pacific
35889,2009,68.6,3228,175877,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
19833,2009,67.27,19615,16043015,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
3108,2009,60.73,2724,8944713,low_income,Benin,Africa,Sub Saharan Africa
18049,2009,75.11,13199,72924833,upper_middle_income,Iran,Asia,Middle East North Africa
34551,2009,55.25,1365,6272735,low_income,Sierra Leone,Africa,Sub Saharan Africa
33659,2009,66.97,4625,33783779,lower_middle_income,Sudan,Africa,Sub Saharan Africa
23624,2009,72.88,21711,2144784,high_income,Latvia,Europe,Europe Central Asia
24516,2009,62.32,1588,20569115,low_income,Madagascar,Africa,Sub Saharan Africa
8906,2009,74.09,6186,486667,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
35443,2009,73.64,14348,9023354,upper_middle_income,Serbia,Europe,Europe Central Asia
24962,2009,75.05,17169,112463886,upper_middle_income,Mexico,Americas,America
3109,2010,61.1,2705,9199254,low_income,Benin,Africa,Sub Saharan Africa
34106,2010,82.76,78294,5131170,high_income,Singapore,Asia,East Asia Pacific
28085,2010,59.05,1036,16464025,low_income,Niger,Africa,Sub Saharan Africa
38566,2010,69.47,8617,5087211,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
656,2010,78.13,10749,2948029,upper_middle_income,Albania,Europe,Europe Central Asia
31653,2010,70.93,2036,24548840,low_income,North Korea,Asia,East Asia Pacific
36113,2010,72.29,18840,529126,upper_middle_income,Suriname,Americas,America
31876,2010,80.24,31798,10596055,high_income,Portugal,Europe,Europe Central Asia
33214,2010,64.54,1507,10039338,low_income,Rwanda,Africa,Sub Saharan Africa
39235,2010,73.73,28879,1328144,high_income,Trinidad and Tobago,Americas,America
7346,2010,74.92,8885,1368810604,upper_middle_income,China,Asia,East Asia Pacific
2217,2010,80.79,51843,8409945,high_income,Austria,Europe,Europe Central Asia
37005,2010,47.98,7459,1064841,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
20280,2010,69.62,4141,5422298,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
38120,2010,77.0,14399,67195032,upper_middle_income,Thailand,Asia,East Asia Pacific
18273,2010,70.63,8597,29741977,upper_middle_income,Iraq,Asia,Middle East North Africa
16266,2010,82.84,51361,6966324,high_income,"Hong Kong, China",Asia,East Asia Pacific
15374,2010,80.4,33693,10887640,high_income,Greece,Europe,Europe Central Asia
9130,2010,79.51,16830,4577371,upper_middle_income,Costa Rica,Americas,America
9576,2010,79.52,38297,1112617,high_income,Cyprus,Europe,Europe Central Asia
8015,2010,58.78,866,64563853,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
23179,2010,73.21,23943,3123825,high_income,Lithuania,Europe,Europe Central Asia
13367,2010,64.04,3660,102916,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
11137,2010,74.48,10971,35977451,upper_middle_income,Algeria,Africa,Middle East North Africa
37674,2010,56.5,1733,11952134,low_income,Chad,Africa,Sub Saharan Africa
17381,2010,69.34,8287,241834226,lower_middle_income,Indonesia,Asia,East Asia Pacific
29869,2010,70.43,38679,3041435,high_income,Oman,Asia,Middle East North Africa
6454,2010,47.81,1201,4386765,low_income,Central African Republic,Africa,Sub Saharan Africa
26078,2010,64.76,2763,50600827,lower_middle_income,Myanmar,Asia,East Asia Pacific
40127,2010,79.7,43459,23187556,high_income,Taiwan,Asia,East Asia Pacific
29200,2010,69.04,2703,27013207,low_income,Nepal,Asia,South Asia
4447,2010,76.31,10938,3705478,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
18496,2010,82.64,47458,320342,high_income,Iceland,Europe,Europe Central Asia
42134,2010,73.21,5089,87967655,lower_middle_income,Vietnam,Asia,East Asia Pacific
18942,2010,82.08,42664,59325232,high_income,Italy,Europe,Europe Central Asia
19834,2010,67.62,20751,16252273,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
16935,2010,32.52,2901,9949318,low_income,Haiti,Americas,America
27862,2010,60.91,9031,2118877,upper_middle_income,Namibia,Africa,Sub Saharan Africa
21172,2010,80.82,34394,49545638,high_income,South Korea,Asia,East Asia Pacific
24517,2010,62.57,1553,21151640,low_income,Madagascar,Africa,Sub Saharan Africa
4670,2010,70.61,17301,9420576,upper_middle_income,Belarus,Europe,Europe Central Asia
30315,2010,78.5,21343,3642691,high_income,Panama,Americas,America
42357,2010,64.41,3089,236216,lower_middle_income,Vanuatu,Asia,East Asia Pacific
38789,2010,70.0,2931,1093517,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
1771,2010,75.92,18206,88030,high_income,Antigua and Barbuda,Americas,America
35890,2010,68.99,3357,180372,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
10022,2010,80.5,46999,80827001,high_income,Germany,Europe,Europe Central Asia
10691,2010,79.52,50825,5554849,high_income,Denmark,Europe,Europe Central Asia
37451,2010,74.71,7580,21362541,low_income,Syria,Asia,Middle East North Africa
1325,2010,75.94,23521,40895751,upper_middle_income,Argentina,Americas,America
12252,2010,76.25,26016,1332103,high_income,Estonia,Europe,Europe Central Asia
24963,2010,75.25,17790,114092961,upper_middle_income,Mexico,Americas,America
32545,2010,73.36,95908,1856329,high_income,Qatar,Asia,Middle East North Africa
26524,2010,65.08,7471,2719902,lower_middle_income,Mongolia,Asia,East Asia Pacific
42803,2010,67.61,5594,23154854,low_income,Yemen,Asia,Middle East North Africa
6008,2010,71.0,8191,685502,lower_middle_income,Bhutan,Asia,South Asia
33660,2010,67.44,4681,34545014,lower_middle_income,Sudan,Africa,Sub Saharan Africa
30538,2010,77.32,10066,29027680,upper_middle_income,Peru,Americas,America
31430,2010,76.48,23996,38329784,high_income,Poland,Europe,Europe Central Asia
15820,2010,70.27,7336,14630420,upper_middle_income,Guatemala,Americas,America
15597,2010,72.47,13413,106227,upper_middle_income,Grenada,Americas,America
34775,2010,75.19,7329,6183877,lower_middle_income,El Salvador,Americas,America
3332,2010,57.94,1716,15605211,low_income,Burkina Faso,Africa,Sub Saharan Africa
39012,2010,72.21,5167,103981,upper_middle_income,Tonga,Asia,East Asia Pacific
35444,2010,74.06,14511,8991258,upper_middle_income,Serbia,Europe,Europe Central Asia
37228,2010,73.21,20961,91273,high_income,Seychelles,Africa,Sub Saharan Africa
41242,2010,78.89,54316,309011469,high_income,United States,Americas,America
8461,2010,77.89,11783,45222699,upper_middle_income,Colombia,Americas,America
10245,2010,63.24,3682,840194,lower_middle_income,Djibouti,Africa,Middle East North Africa
40796,2010,70.82,12221,45792086,lower_middle_income,Ukraine,Europe,Europe Central Asia
43249,2010,56.54,3126,13605986,lower_middle_income,Zambia,Africa,Sub Saharan Africa
31207,2010,62.78,3407,7310512,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
21618,2010,64.92,4850,6249168,lower_middle_income,Lao,Asia,East Asia Pacific
41688,2010,73.11,11448,108260,upper_middle_income,St. Vincent and the Grenadines,Americas,America
6231,2010,56.98,13126,1987106,upper_middle_income,Botswana,Africa,Sub Saharan Africa
22287,2010,76.2,22540,6197667,upper_middle_income,Libya,Africa,Middle East North Africa
19611,2010,83.34,38070,128542349,high_income,Japan,Asia,East Asia Pacific
4893,2010,73.58,7295,322465,upper_middle_income,Belize,Americas,America
210,2010,60.46,1957,29185511,low_income,Afghanistan,Asia,South Asia
12698,2010,80.4,45875,5365784,high_income,Finland,Europe,Europe Central Asia
19388,2010,76.92,11316,7261541,upper_middle_income,Jordan,Asia,Middle East North Africa
40350,2010,61.06,2007,44346532,low_income,Tanzania,Africa,Sub Saharan Africa
40573,2010,59.33,1874,32428164,low_income,Uganda,Africa,Sub Saharan Africa
17158,2010,74.77,24486,9927380,high_income,Hungary,Europe,Europe Central Asia
27639,2010,74.44,20536,28208028,upper_middle_income,Malaysia,Asia,East Asia Pacific
14259,2010,61.79,3828,24779614,lower_middle_income,Ghana,Africa,Sub Saharan Africa
7569,2010,57.39,2970,20532944,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
27193,2010,74.21,16798,1247953,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
5785,2010,73.83,67753,388634,high_income,Brunei,Asia,East Asia Pacific
26301,2010,74.73,16764,624279,upper_middle_income,Montenegro,Europe,Europe Central Asia
14482,2010,57.56,1871,10192168,low_income,Guinea,Africa,Sub Saharan Africa
36336,2010,75.82,25529,5404293,high_income,Slovak Republic,Europe,Europe Central Asia
4001,2010,74.96,44600,1240864,high_income,Bahrain,Asia,Middle East North Africa
2440,2010,68.98,14082,9032465,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
33883,2010,65.67,2797,12678143,lower_middle_income,Senegal,Africa,Sub Saharan Africa
25632,2010,58.44,2083,15049352,low_income,Mali,Africa,Sub Saharan Africa
18050,2010,75.45,13806,73762519,upper_middle_income,Iran,Asia,Middle East North Africa
5116,2010,70.3,6613,10048597,lower_middle_income,Bolivia,Americas,America
12475,2010,63.05,1259,87639962,low_income,Ethiopia,Africa,Sub Saharan Africa
39458,2010,76.15,10790,10635245,lower_middle_income,Tunisia,Africa,Middle East North Africa
24740,2010,77.77,16305,365730,upper_middle_income,Maldives,Asia,South Asia
41911,2010,75.3,19884,28439942,upper_middle_income,Venezuela,Americas,America
42580,2010,69.64,6010,185944,upper_middle_income,Samoa,Asia,East Asia Pacific
12029,2010,82.08,37319,46931011,high_income,Spain,Europe,Europe Central Asia
35221,2010,53.85,853,12043886,low_income,Somalia,Africa,Sub Saharan Africa
22733,2010,74.05,9127,20261738,upper_middle_income,Sri Lanka,Asia,South Asia
36782,2010,81.86,47791,9390157,high_income,Sweden,Europe,Europe Central Asia
27416,2010,56.32,1375,14539609,low_income,Malawi,Africa,Sub Saharan Africa
7123,2010,78.61,21262,17062531,high_income,Chile,Americas,America
21395,2010,80.09,58810,2991884,high_income,Kuwait,Asia,Middle East North Africa
17827,2010,80.78,52966,4554330,high_income,Ireland,Europe,Europe Central Asia
3555,2010,70.04,2883,147575433,lower_middle_income,Bangladesh,Asia,South Asia
18719,2010,81.93,33864,7346446,high_income,Israel,Asia,Middle East North Africa
23402,2010,81.02,114344,507890,high_income,Luxembourg,Europe,Europe Central Asia
28531,2010,74.37,4612,5824058,lower_middle_income,Nicaragua,Americas,America
23848,2010,71.86,6281,32343384,lower_middle_income,Morocco,Africa,Middle East North Africa
6900,2010,82.79,65820,7808674,high_income,Switzerland,Europe,Europe Central Asia
13813,2010,80.58,42148,63459801,high_income,United Kingdom,Europe,Europe Central Asia
33437,2010,71.84,44037,27421468,high_income,Saudi Arabia,Asia,Middle East North Africa
10914,2010,73.5,12782,9695117,upper_middle_income,Dominican Republic,Americas,America
37897,2010,59.5,1626,6421674,low_income,Togo,Africa,Sub Saharan Africa
2886,2010,80.23,47973,10938735,high_income,Belgium,Europe,Europe Central Asia
14928,2010,56.2,1747,1522603,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
35667,2010,60.58,4543,9508372,low_income,South Sudan,Africa,Sub Saharan Africa
32322,2010,73.67,5411,4055632,lower_middle_income,Palestine,Asia,Middle East North Africa
12921,2010,67.64,10548,859816,upper_middle_income,Fiji,Asia,East Asia Pacific
38343,2010,68.0,2390,7527397,low_income,Tajikistan,Asia,Europe Central Asia
43472,2010,52.32,2849,12697728,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
16489,2010,71.1,4867,8317467,lower_middle_income,Honduras,Americas,America
24294,2010,69.95,8550,4086090,lower_middle_income,Moldova,Europe,Europe Central Asia
22956,2010,48.12,2347,1995575,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
19165,2010,76.34,9436,2810464,upper_middle_income,Jamaica,Americas,America
34329,2010,57.39,2440,527861,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
1548,2010,73.91,9286,2877314,upper_middle_income,Armenia,Europe,Europe Central Asia
25409,2010,73.41,13515,2070737,upper_middle_income,North Macedonia,Europe,Europe Central Asia
43026,2010,57.07,13619,51216967,upper_middle_income,South Africa,Africa,Sub Saharan Africa
23625,2010,73.26,21176,2118855,high_income,Latvia,Europe,Europe Central Asia
1102,2010,70.77,54922,8549998,high_income,United Arab Emirates,Asia,Middle East North Africa
25855,2010,81.08,32868,414257,high_income,Malta,Europe,Europe Central Asia
36559,2010,79.69,33351,2043336,high_income,Slovenia,Europe,Europe Central Asia
30761,2010,70.58,5918,93966784,lower_middle_income,Philippines,Asia,East Asia Pacific
22064,2010,61.94,1466,3891357,low_income,Liberia,Africa,Sub Saharan Africa
7792,2010,57.7,3224,20341236,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
2663,2010,58.55,846,8675606,low_income,Burundi,Africa,Sub Saharan Africa
41019,2010,76.53,19294,3359273,high_income,Uruguay,Americas,America
16712,2010,76.8,24500,4328163,high_income,Croatia,Europe,Europe Central Asia
11583,2010,69.44,10340,82761244,lower_middle_income,Egypt,Africa,Middle East North Africa
3778,2010,72.34,18161,7425011,upper_middle_income,Bulgaria,Europe,Europe Central Asia
4224,2010,73.24,36547,354936,high_income,Bahamas,Americas,America
14036,2010,71.88,9737,4099096,upper_middle_income,Georgia,Europe,Europe Central Asia
9799,2010,77.85,33483,10536514,high_income,Czech Republic,Europe,Europe Central Asia
433,2010,60.21,7692,23356247,lower_middle_income,Angola,Africa,Sub Saharan Africa
8907,2010,74.41,6200,492644,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
22510,2010,75.62,14138,174092,upper_middle_income,St. Lucia,Americas,America
21841,2010,75.62,19499,4953064,upper_middle_income,Lebanon,Asia,Middle East North Africa
32991,2010,68.82,23961,143479273,upper_middle_income,Russia,Europe,Europe Central Asia
28754,2010,80.95,52033,16682927,high_income,Netherlands,Europe,Europe Central Asia
1994,2010,82.12,44915,22154687,high_income,Australia,Asia,East Asia Pacific
26747,2010,53.53,1027,23531567,low_income,Mozambique,Africa,Sub Saharan Africa
5339,2010,73.85,14873,195713637,upper_middle_income,Brazil,Americas,America
32099,2010,75.74,10416,6248017,upper_middle_income,Paraguay,Americas,America
